F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,loudness_sma3_amean,loudness_sma3_stddevNorm,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,file_name
25.012779235839844,0.23585234582424164,0.1722186803817749,1.075114369392395,0.06860562413930893,1.3043862581253052,22.58913803100586,0.5102348923683167,18.261314392089844,0.5639688968658447,9.500117301940918,1.3245532512664795,0.045011453330516815,1.9830278158187866,1.1356343030929565,0.9434307813644409,496.9299011230469,0.3545876443386078,1250.5281982421875,0.20108459889888763,1527.8072509765625,0.16607391834259033,971.529296875,0.35666000843048096,2685.156494140625,0.09125317633152008,726.6150512695312,0.6606157422065735,ID29_pd_3_1_2.wav
30.694238662719727,0.26418161392211914,0.21774916350841522,1.9133636951446533,0.13107825815677643,2.118988513946533,19.164512634277344,0.44704383611679077,12.793047904968262,0.9544693827629089,7.810808181762695,1.2169963121414185,0.04968417063355446,1.5550693273544312,1.3672734498977661,0.7027989029884338,490.236328125,0.42070797085762024,1186.5269775390625,0.18338656425476074,1504.0350341796875,0.16922909021377563,914.638916015625,0.31932055950164795,2503.1826171875,0.10981719195842743,850.8114624023438,0.34682121872901917,ID32_pd_3_1_1_1.wav
31.98834800720215,0.1901143491268158,0.247750386595726,1.1531028747558594,0.11891674250364304,1.4977169036865234,22.822616577148438,0.47258418798446655,22.640338897705078,0.35100144147872925,6.297426223754883,1.5978288650512695,0.03855535760521889,2.1262295246124268,1.1017557382583618,0.7426587343215942,551.4927368164062,0.36123260855674744,1305.277587890625,0.17823629081249237,1606.164306640625,0.20957574248313904,1008.0288696289062,0.38785186409950256,2696.7705078125,0.13837261497974396,794.4683837890625,0.5013599991798401,ID33_pd_3_2_2.wav
25.732149124145508,0.16625599563121796,0.1904083639383316,1.000396490097046,0.07480910420417786,1.2776621580123901,21.549169540405273,0.5901286602020264,13.548938751220703,0.8757179379463196,7.8324689865112305,1.5510082244873047,0.03931713104248047,2.2792108058929443,1.2053468227386475,0.8560099005699158,492.1548156738281,0.35866475105285645,1208.27001953125,0.21142397820949554,1523.4747314453125,0.17435933649539948,911.13623046875,0.36694514751434326,2567.652099609375,0.11274876445531845,864.2250366210938,0.4143502414226532,ID24_pd_2_0_0_1.wav
31.71733283996582,0.1768481284379959,0.12566114962100983,1.0812920331954956,0.043287139385938644,1.50321364402771,24.01515769958496,0.398844450712204,12.887922286987305,0.8720496892929077,5.007453918457031,2.4256460666656494,0.03742722421884537,2.3187339305877686,1.101944088935852,0.9025856256484985,595.1542358398438,0.33503562211990356,1279.4630126953125,0.17795906960964203,1638.438720703125,0.15545597672462463,946.669189453125,0.4403599798679352,2624.210693359375,0.1101301982998848,930.4091796875,0.3998488187789917,ID34_pd_2_0_0_1.wav
26.46587371826172,0.18982115387916565,0.20465463399887085,1.4543334245681763,0.09873254597187042,1.9315589666366577,18.660015106201172,0.56192946434021,10.441025733947754,0.745641827583313,7.656225204467773,1.4324296712875366,0.04252675920724869,2.537154197692871,1.190353274345398,0.9112935662269592,519.8745727539062,0.4206801950931549,1232.7803955078125,0.1986871361732483,1511.9954833984375,0.1885860711336136,955.8814086914062,0.3336823582649231,2515.063232421875,0.12663523852825165,824.8601684570312,0.3358462154865265,ID20_pd_3_0_1_1.wav
26.992828369140625,0.11712402105331421,0.19730524718761444,0.9979179501533508,0.07168732583522797,1.2582632303237915,24.773935317993164,0.55917888879776,15.799495697021484,0.7894882559776306,7.874049663543701,1.8475977182388306,0.028084905818104744,2.289642333984375,1.0295872688293457,1.0629678964614868,450.05279541015625,0.33908021450042725,1257.57421875,0.15951620042324066,1441.32666015625,0.18740901350975037,951.7896728515625,0.2947661578655243,2590.32861328125,0.09402011334896088,849.8387451171875,0.46029138565063477,ID07_pd_2_0_0_1.wav
25.070863723754883,0.1996421217918396,0.17249087989330292,1.3417061567306519,0.0710088312625885,1.677661657333374,22.888120651245117,0.3865334391593933,14.973661422729492,0.6606119871139526,9.979741096496582,1.3549026250839233,0.05038454756140709,2.3086719512939453,1.205877661705017,0.8831770420074463,467.42327880859375,0.37622952461242676,1180.5633544921875,0.2067728042602539,1491.5615234375,0.17288361489772797,873.449462890625,0.39111804962158203,2622.018310546875,0.0835345908999443,702.62353515625,0.6968719363212585,ID29_pd_3_1_2_1.wav
27.162946701049805,0.14318536221981049,0.18167711794376373,0.8608713150024414,0.06888283789157867,1.071539282798767,22.300853729248047,0.7066414952278137,22.555727005004883,0.5290277004241943,14.8408203125,0.8643959164619446,0.02901512198150158,1.6932053565979004,1.278101921081543,0.7944642305374146,481.7555847167969,0.3688989579677582,1264.39599609375,0.16853711009025574,1514.120361328125,0.205640971660614,1002.963623046875,0.3729492723941803,2695.41748046875,0.09574277698993683,713.3955078125,0.6331475377082825,ID07_pd_2_0_0.wav
26.32308006286621,0.17273859679698944,0.4057167172431946,1.088090181350708,0.22246511280536652,1.2495445013046265,21.615619659423828,0.663426399230957,10.135375022888184,0.9400366544723511,13.877120018005371,0.9030657410621643,0.03853945806622505,2.343017578125,1.3530737161636353,0.8894315361976624,513.4762573242188,0.425093412399292,1209.50732421875,0.20036305487155914,1504.23974609375,0.18900881707668304,922.220703125,0.3181363344192505,2506.69091796875,0.11690320819616318,785.8212280273438,0.3552153706550598,ID20_pd_3_0_1.wav
25.539175033569336,0.19864898920059204,0.3229846656322479,0.9006670117378235,0.1343679577112198,0.9870807528495789,21.89105796813965,0.6855100989341736,17.571531295776367,0.588719367980957,16.813276290893555,0.7915934324264526,0.03477504104375839,2.207711696624756,1.2332181930541992,0.8666039109230042,445.9731750488281,0.3945232629776001,1115.9495849609375,0.22545747458934784,1474.283447265625,0.17525078356266022,817.5065307617188,0.43065145611763,2553.8681640625,0.12181111425161362,853.0418701171875,0.5564915537834167,ID06_pd_3_1_1.wav
23.866989135742188,0.19286416471004486,0.2541500926017761,1.0386263132095337,0.10345837473869324,1.3097840547561646,24.0734920501709,0.5058653354644775,7.880743503570557,1.5631787776947021,15.083410263061523,0.917994499206543,0.044222623109817505,1.7945653200149536,1.408888578414917,0.7714276313781738,481.52618408203125,0.3598158359527588,1191.991943359375,0.18745805323123932,1503.0150146484375,0.1753777712583542,880.2854614257812,0.37877610325813293,2487.400390625,0.11135179549455643,813.7640991210938,0.37046805024147034,ID04_pd_2_0_1_1.wav
33.29497528076172,0.22214403748512268,0.24571150541305542,1.1504957675933838,0.10368811339139938,1.5783883333206177,22.26131248474121,0.5234954953193665,13.747347831726074,0.9064603447914124,3.781965970993042,3.5106215476989746,0.05334777012467384,2.0779330730438232,1.13755464553833,0.8835201263427734,619.282958984375,0.31703123450279236,1280.619384765625,0.19980764389038086,1643.94384765625,0.15846924483776093,937.266357421875,0.4477123022079468,2728.308837890625,0.11563195288181305,777.4988403320312,0.5508807301521301,ID30_pd_2_1_1_1.wav
